ds,start_hour,day_of_week,start_lat,start_lng,end_lat,end_lng,age,gender,usertype
2018-12-10,23,Mon,40.77565541,-73.95068615,40.77565541,-73.95068615,22,2,Subscriber
2018-12-03,13,Mon,40.74294891660091,-74.00413691997528,40.74294891660091,-74.00413691997528,34,1,Subscriber
2018-12-02,16,Sun,40.7262807,-73.98978041,40.7262807,-73.98978041,24,1,Subscriber
2018-12-04,5,Tue,40.75640548,-73.9900262,40.75640548,-73.9900262,50,1,Subscriber
2018-12-01,13,Sat,40.68981035,-73.97493121,40.68981035,-73.97493121,34,1,Customer
2018-12-15,13,Sat,40.74731,-73.95451,40.74731,-73.95451,27,1,Subscriber
2018-12-13,9,Thu,40.6746957,-73.99785768,40.6746957,-73.99785768,51,1,Subscriber
2018-12-22,16,Sat,40.75929124,-73.98859651,40.75929124,-73.98859651,59,1,Subscriber
2018-12-04,16,Tue,40.70355377,-74.00670227,40.70355377,-74.00670227,41,1,Subscriber
2018-12-29,15,Sat,40.68763155,-74.0016256,40.68763155,-74.0016256,49,0,Customer
2018-12-18,14,Tue,40.74444921,-73.98303529,40.74444921,-73.98303529,50,1,Subscriber
2018-12-08,16,Sat,40.68962188790333,-73.98304268717766,40.68962188790333,-73.98304268717766,49,1,Subscriber
2018-12-12,13,Wed,40.76309387270797,-73.9783501625061,40.76309387270797,-73.9783501625061,33,2,Subscriber
2018-12-06,8,Thu,40.751396,-74.005226,40.751396,-74.005226,37,1,Subscriber
2018-12-17,22,Mon,40.72903917,-73.99404649,40.72903917,-73.99404649,21,1,Subscriber
2018-12-11,7,Tue,40.75019995,-73.99093085,40.75019995,-73.99093085,50,1,Subscriber
2018-12-18,12,Tue,40.76227205,-73.98788205,40.76227205,-73.98788205,38,1,Subscriber
2018-12-10,12,Mon,40.76344058,-73.98268129,40.76344058,-73.98268129,29,1,Subscriber
2018-12-07,15,Fri,40.751873,-73.977706,40.751873,-73.977706,37,1,Subscriber
2018-12-09,17,Sun,40.72036775298455,-73.96165072917938,40.72036775298455,-73.96165072917938,33,1,Subscriber
2018-12-13,8,Thu,40.72299208,-73.97995466,40.72299208,-73.97995466,38,1,Subscriber
2018-12-09,12,Sun,40.7435337324616,-74.00367558002472,40.7435337324616,-74.00367558002472,38,2,Subscriber
2018-12-05,11,Wed,40.72966729392978,-73.98067966103554,40.72966729392978,-73.98067966103554,26,1,Subscriber
2018-12-18,14,Tue,40.76302594280519,-73.97209525108337,40.76302594280519,-73.97209525108337,55,1,Subscriber
2018-12-03,18,Mon,40.75797322,-73.96603308,40.75797322,-73.96603308,36,1,Subscriber
2018-12-10,19,Mon,40.74286877312112,-73.98918628692627,40.74286877312112,-73.98918628692627,49,0,Customer
2018-12-08,12,Sat,40.73026,-73.95394,40.73026,-73.95394,29,1,Subscriber
2018-12-10,8,Mon,40.75898481399634,-73.99379968643188,40.75898481399634,-73.99379968643188,51,1,Subscriber
2018-12-25,20,Tue,40.8014866,-73.9442507,40.8014866,-73.9442507,29,1,Subscriber
2018-12-28,18,Fri,40.7489006,-73.97604882,40.7489006,-73.97604882,32,1,Subscriber
2018-12-25,12,Tue,40.6703837,-73.97839676,40.6703837,-73.97839676,29,2,Subscriber
2018-12-28,21,Fri,40.763604677958625,-73.98917958140373,40.763604677958625,-73.98917958140373,25,1,Subscriber
2018-12-15,23,Sat,40.715143,-73.944507,40.715143,-73.944507,25,2,Subscriber
2018-12-03,8,Mon,40.71406667,-73.99293911,40.71406667,-73.99293911,28,2,Subscriber
2018-12-20,17,Thu,40.7652654,-73.98192338,40.7652654,-73.98192338,29,2,Subscriber
2018-12-17,12,Mon,40.69580705,-73.97355569,40.69580705,-73.97355569,62,1,Subscriber
2018-12-26,17,Wed,40.6906495,-73.95643107,40.6906495,-73.95643107,39,2,Subscriber
2018-12-22,10,Sat,40.72779126,-73.98564945,40.72779126,-73.98564945,26,1,Subscriber
2018-12-26,16,Wed,40.739323,-74.008119,40.739323,-74.008119,28,0,Subscriber
2018-12-02,10,Sun,40.73726186,-73.99238967,40.73726186,-73.99238967,38,1,Subscriber
2018-12-11,1,Tue,40.7727966,-73.95577801,40.7727966,-73.95577801,19,1,Subscriber
2018-12-17,18,Mon,40.74394314,-73.97966069,40.74394314,-73.97966069,33,2,Subscriber
2018-12-17,15,Mon,40.72229346,-73.99147535,40.72229346,-73.99147535,43,1,Subscriber
2018-12-01,12,Sat,40.68223166,-73.9614583,40.68223166,-73.9614583,34,2,Subscriber
2018-12-30,17,Sun,40.711066,-74.009447,40.711066,-74.009447,47,1,Subscriber
2018-12-14,16,Fri,40.75500254,-73.98014437,40.75500254,-73.98014437,44,1,Subscriber
2018-12-03,19,Mon,40.74096374,-73.98602213,40.74096374,-73.98602213,49,0,Subscriber
2018-12-03,12,Mon,40.716887,-73.963198,40.716887,-73.963198,39,1,Subscriber
2018-12-20,9,Thu,40.68539567,-73.97431458,40.68539567,-73.97431458,37,1,Subscriber
2018-12-20,14,Thu,40.72951496224949,-73.99075269699097,40.72951496224949,-73.99075269699097,38,0,Subscriber
2018-12-04,8,Tue,40.75660359,-73.9979009,40.75660359,-73.9979009,29,1,Subscriber
2018-12-11,15,Tue,40.73172428,-74.00674436,40.73172428,-74.00674436,30,1,Subscriber
2018-12-19,17,Wed,40.75527307,-73.98316936,40.75527307,-73.98316936,42,1,Subscriber
2018-12-18,12,Tue,40.8045555,-73.9396861,40.8045555,-73.9396861,72,1,Subscriber
2018-12-01,7,Sat,40.76068327096592,-73.9845272898674,40.76068327096592,-73.9845272898674,24,2,Subscriber
2018-12-04,8,Tue,40.6917823,-73.9737299,40.6917823,-73.9737299,29,1,Subscriber
2018-12-15,13,Sat,40.78275,-73.97137,40.78275,-73.97137,34,1,Subscriber
2018-12-03,20,Mon,40.75455731,-73.96592976,40.75455731,-73.96592976,28,1,Subscriber
2018-12-30,18,Sun,40.76009437,-73.99461843,40.76009437,-73.99461843,63,1,Subscriber
2018-12-04,17,Tue,40.72453734,-73.98185424,40.72453734,-73.98185424,47,2,Subscriber
2018-12-23,15,Sun,40.75992262,-73.97648516,40.75992262,-73.97648516,49,0,Customer
2018-12-23,16,Sun,40.73492695,-73.99200509,40.73492695,-73.99200509,32,1,Subscriber
2018-12-05,9,Wed,40.75466591,-73.99138152,40.75466591,-73.99138152,42,1,Subscriber
2018-12-03,17,Mon,40.76095756,-73.96724467,40.76095756,-73.96724467,32,1,Subscriber
2018-12-03,18,Mon,40.74322681432173,-73.97449783980846,40.74322681432173,-73.97449783980846,44,1,Subscriber
2018-12-23,17,Sun,40.73912601,-73.97973776,40.73912601,-73.97973776,26,1,Subscriber
2018-12-11,10,Tue,40.74144387,-73.97536082,40.74144387,-73.97536082,45,2,Subscriber
2018-12-19,15,Wed,40.75466591,-73.99138152,40.75466591,-73.99138152,35,1,Subscriber
2018-12-19,17,Wed,40.71754834,-74.01322069,40.71754834,-74.01322069,49,1,Subscriber
2018-12-16,21,Sun,40.73401143,-74.00293877,40.73401143,-74.00293877,38,1,Subscriber
2018-12-13,16,Thu,40.76095756,-73.96724467,40.76095756,-73.96724467,58,1,Subscriber
2018-12-18,19,Tue,40.71939226,-74.00247214,40.71939226,-74.00247214,29,1,Subscriber
2018-12-31,23,Mon,40.70717936,-74.00887308,40.70717936,-74.00887308,27,1,Subscriber
2018-12-03,8,Mon,40.72580614,-73.97422494,40.72580614,-73.97422494,49,1,Subscriber
2018-12-30,21,Sun,40.75110165,-73.94073717,40.75110165,-73.94073717,57,1,Subscriber
2018-12-08,21,Sat,40.6902375,-73.99203074,40.6902375,-73.99203074,40,1,Subscriber
2018-12-23,21,Sun,40.72557,-73.94434,40.72557,-73.94434,28,1,Subscriber
2018-12-24,15,Mon,40.73020660529954,-73.99102628231049,40.73020660529954,-73.99102628231049,49,1,Subscriber
2018-12-18,16,Tue,40.74286877312112,-73.98918628692627,40.74286877312112,-73.98918628692627,65,1,Subscriber
2018-12-04,19,Tue,40.72743423,-73.99379025,40.72743423,-73.99379025,34,1,Subscriber
2018-12-15,9,Sat,40.76227205,-73.98788205,40.76227205,-73.98788205,39,1,Subscriber
2018-12-04,8,Tue,40.693261,-73.968896,40.693261,-73.968896,46,2,Subscriber
2018-12-22,12,Sat,40.7454973,-74.00197139,40.7454973,-74.00197139,49,0,Customer
2018-12-06,18,Thu,40.73221853,-73.98165557,40.73221853,-73.98165557,18,1,Subscriber
2018-12-07,18,Fri,40.73971301,-73.99456405,40.73971301,-73.99456405,58,1,Subscriber
2018-12-01,9,Sat,40.76915505,-73.98191841,40.76915505,-73.98191841,47,1,Subscriber
2018-12-03,22,Mon,40.75640548,-73.9900262,40.75640548,-73.9900262,52,2,Subscriber
2018-12-13,15,Thu,40.734232,-73.986923,40.734232,-73.986923,20,2,Subscriber
2018-12-06,8,Thu,40.787801,-73.953559,40.787801,-73.953559,38,1,Subscriber
2018-12-04,20,Tue,40.77966809007312,-73.98093044757842,40.77966809007312,-73.98093044757842,27,1,Subscriber
2018-12-29,11,Sat,40.74173969,-73.99415556,40.74173969,-73.99415556,27,1,Subscriber
2018-12-10,18,Mon,40.73224119,-74.00026394,40.73224119,-74.00026394,39,2,Subscriber
2018-12-18,19,Tue,40.72502876,-73.99069656,40.72502876,-73.99069656,42,1,Subscriber
2018-12-17,7,Mon,40.751873,-73.977706,40.751873,-73.977706,30,1,Subscriber
2018-12-03,17,Mon,40.72606,-73.95621,40.72606,-73.95621,22,1,Subscriber
2018-12-26,18,Wed,40.72243797,-74.00566443,40.72243797,-74.00566443,31,1,Subscriber
2018-12-30,21,Sun,40.715143,-73.944507,40.715143,-73.944507,36,1,Subscriber
2018-12-12,7,Wed,40.74487634,-73.99529885,40.74487634,-73.99529885,42,1,Subscriber
2018-12-05,8,Wed,40.71076228,-73.99400398,40.71076228,-73.99400398,33,1,Subscriber
2018-12-17,9,Mon,40.7659,-73.930819,40.7659,-73.930819,25,1,Customer
2018-12-12,14,Wed,40.6767,-73.969024,40.6767,-73.969024,19,2,Subscriber
2018-12-09,11,Sun,40.73912601,-73.97973776,40.73912601,-73.97973776,47,1,Subscriber
